
"Conteneur","Etape","Nom xml","Description","Type XML Schema ","Occurence minimum","Occurence maximum","Longueur minimum","Longueur maximum","Expression régulière","Valeur par défaut","Valeurs de l'énumération","Conditions déclenchées","Condition reçue"
 "PresencePersonneAupresEnfant","allocationEducationEnfantHandicape","RecoursEmploiRemunereTiercePersonne","Si vous recourez à l'emploi rémunéré d'une tierce personne, motivé par la situation de votre enfant, veuillez préciser le temps de rémunération (en heures par semaine)","XmlString","0","1","","3","[0-9]{0,3}","","","","" 
 "PresencePersonneAupresEnfant","allocationEducationEnfantHandicape","NbHeureParAnEmploiNonRegulier","Si l'emploi n'est pas régulier, veuillez estimer le nombre d'heures par an (en heures)","XmlString","0","1","","3","[0-9]{0,3}","","","","" 
 "Demande","allocationEducationEnfantHandicape","FraisSuppLiesHandicap","Frais supplémentaire liés au handicap","MyrFraisSuppLiesHandicapType","0","n","","","","","","","" 
 "Demande","demandeParcoursScolaireEtFormation","DemandeLibreScolaire","Votre demande","XmlString","1","1","","2048","","","","","" 
 "Demande","demandeParcoursScolaireEtFormation","PreferencesEtablissementOuService","Avez vous une préférence pour un établissement ou un service ?","boolean","0","1","","","","false","","preferencesEtablissementOuService","" 
 "Demande","demandeParcoursScolaireEtFormation","PrecisionPreferencesEtablissementOuService","Précisez","MyrPreferenceEtablissementOuServiceScolaireType","1","1","","","","","","","preferencesEtablissementOuService" 
 "PrecisionPreferencesEtablissementOuService","demandeParcoursScolaireEtFormation","NomPreferenceEtablissementOuService","Nom de l'établissement ou du service","string","1","1","","255","","","","","" 
 "PrecisionPreferencesEtablissementOuService","demandeParcoursScolaireEtFormation","CodePostalPreferenceEtablissementOuService","Code postal","PostalCodeType","1","1","","5","[0-9]{5}","","","","" 
 "PrecisionPreferencesEtablissementOuService","demandeParcoursScolaireEtFormation","CommunePreferenceEtablissementOuService","Ville","CityType","1","1","","32","","","","","" 
 "Demande","demandeCartes","CarteInvalidite","Carte d'invalidité ou de priorité","boolean","1","1","","","","false","","","" 
 "Demande","demandeCartes","CarteAccompagnement","Carte d'invalidité avec mention besoin d'accompagnement","boolean","1","1","","","","false","","","" 
 "Demande","demandeCartes","CarteStationnement","Carte européenne de stationnement","boolean","1","1","","","","false","","","" 
 "Demande","demandePrestationCompensation","ChoixPrestationCompensation","Choix de demande de prestation de compensation","MyrChoixPrestationCompensationType","1","1","","","","","Pch,Actp,Acfp","","" 
 "Demande","demandePrestationCompensation","AllocationPersonnaliseeAutonomie","Bénéficiez-vous de l'Allocation Personnalisée d'Autonomie - l'APA ?","boolean","1","1","","","","false","","","" 
 "Demande","demandePrestationCompensation","BesoinsDemandePCH","Pour votre demande de PCH, pouvez-vous préciser vos besoins, s'il sagit de :","MyrBesoinsDemandePchType","0","1","","","","","","","" 
 "BesoinsDemandePCH","demandePrestationCompensation","AideHumaine","Aide Humaine","boolean","0","1","","","","false","","aideHumaine","" 
 "BesoinsDemandePCH","demandePrestationCompensation","PrecisionAideHumaine","Précisez","string","1","1","","255","","","","","aideHumaine" 
 "BesoinsDemandePCH","demandePrestationCompensation","AideTechnique","Aide technique, matériel, ou équipement","boolean","0","1","","","","false","","aideTechnique","" 
 "BesoinsDemandePCH","demandePrestationCompensation","PrecisionAideTechnique","Précisez","string","1","1","","255","","","","","aideTechnique" 
 "BesoinsDemandePCH","demandePrestationCompensation","AmenagementLogementDemenagement","Aménagement du logement / Déménagement","boolean","0","1","","","","false","","amenagementLogementDemenagement","" 
 "BesoinsDemandePCH","demandePrestationCompensation","PrecisionAmenagementLogementDemenagement","Précisez","string","1","1","","255","","","","","amenagementLogementDemenagement" 
 "BesoinsDemandePCH","demandePrestationCompensation","AmenagementVehicule","Aménagement du véhicule / surcoût du transport","boolean","0","1","","","","false","","amenagementVehicule","" 
 "BesoinsDemandePCH","demandePrestationCompensation","PrecisionAmenagementVehicule","Précisez","string","1","1","","255","","","","","amenagementVehicule" 
 "BesoinsDemandePCH","demandePrestationCompensation","ChargesSpecifiques","Charges spécifiques / exceptionnelles","boolean","0","1","","","","false","","chargesSpecifiques","" 
 "BesoinsDemandePCH","demandePrestationCompensation","PrecisionChargesSpecifiques","Précisez","string","1","1","","255","","","","","chargesSpecifiques" 
 "BesoinsDemandePCH","demandePrestationCompensation","AideAnimaliere","Aide animalière","boolean","0","1","","","","false","","aideAnimaliere","" 
 "BesoinsDemandePCH","demandePrestationCompensation","PrecisionAideAnimaliere","Précisez","string","1","1","","255","","","","","aideAnimaliere" 

