
"Conteneur","Etape","Nom xml","Description","Type XML Schema ","Occurence minimum","Occurence maximum","Longueur minimum","Longueur maximum","Expression régulière","Valeur par défaut","Valeurs de l'énumération","Conditions déclenchées","Condition reçue"
 "Demande","affilitationAidant","DateNaissanceAidant","Date de naissance","date","1","1","","","","","","","" 
 "Demande","affilitationAidant","LienParenteAidant","Lien de parenté","string","1","1","","255","","","","","" 
 "Demande","demandeAllocationEtComplementRessources","ChoixTypeDemandeAllocEtCompl","Demande d'Allocation aux Adultes Handicapés et complément de ressources","MarChoixDemandeAllocEtComplType","1","1","","","","","","","" 
 "ChoixTypeDemandeAllocEtCompl","demandeAllocationEtComplementRessources","Aah","Allocation aux Adultes Handicapés - AAH","boolean","1","1","","","","false","","","" 
 "ChoixTypeDemandeAllocEtCompl","demandeAllocationEtComplementRessources","ComplementRessources","Complément de ressources","boolean","1","1","","","","false","","","" 
 "Demande","demandeAllocationEtComplementRessources","PrecedentsRevenusRecus","Précédent revenus reçus","PrecedentsRevenusRecusType","0","1","","","","","Activite,Esat,Indemnites","precedentsRevenusRecus","" 
 "Demande","demandeAllocationEtComplementRessources","DateDebutRevenuRecu","du :","date","1","1","","","","","","","precedentsRevenusRecus" 
 "Demande","demandeAllocationEtComplementRessources","DateFinRevenuRecu","au :","date","1","1","","","","","","","precedentsRevenusRecus" 
 "Demande","demandeAllocationEtComplementRessources","PrecisionRevenuRecu","En cas de doute, précisez la nature du revenu :","string","0","1","","255","","","","","" 
 "Demande","demandeProfessionnelle","Rqth","Reconnaissance de la Qualité de Travailleur Handicapé - RQTH","boolean","1","1","","","","false","","","" 
 "Demande","demandeProfessionnelle","PrimeReclassement","Prime de reclassement","boolean","1","1","","","","false","","","" 
 "Demande","demandeProfessionnelle","Autre","Autre (à préciser dans le projet de vie, voir étape "Projet de Vie")","boolean","1","1","","","","false","","","" 
 "Demande","demandeProfessionnelle","OrientationReclassement","Orientation / Reclassement","boolean","1","1","","","","false","","orientationReclassement","" 
 "Demande","demandeProfessionnelle","ChoixOrientationReclassement","Choix Orientation / Reclassement","ChoixOrientationReclassementType","1","1","","","","","Formation,Ordinaire,Protege","","orientationReclassement" 
 "Demande","demandeOrientationMedicoSociale","SituationActuelle","Situation Actuelle","SituationActuelleType","1","1","","","","","Accueiljour,Hebergementnuit,Hebergementpermanent,Accompagnement,Autres","","" 
 "Demande","demandeOrientationMedicoSociale","SituationActuellePrecision","Précisez :","string","1","1","","255","","","","","" 
 "Demande","demandeOrientationMedicoSociale","OrientationSouhaitee","Orientation Souhaitée","OrientationSouhaiteeType","1","1","","","","","Accueiljour,Hebergementnuit,Hebergementpermanent,Accompagnement,Autres","","" 
 "Demande","demandeOrientationMedicoSociale","DateEntreeSouhaitee","Date d'entrée souhaitée","date","1","1","","","","","","","" 
 "Demande","demandeOrientationMedicoSociale","PreferenceEtablissementOuService","Avez-vous une préférence pour un établissement ou un service ?","boolean","1","1","","","","false","","preferenceEtablissementOuService","" 
 "Demande","demandeOrientationMedicoSociale","PrecisionPreferenceEtablissementOuService","Précisez lequel","MarPrecisionPreferenceEtablissementOuServiceType","1","1","","","","","","","preferenceEtablissementOuService" 
 "PrecisionPreferenceEtablissementOuService","demandeOrientationMedicoSociale","NomEtablissementPreference","Nom","string","1","1","","255","","","","","" 
 "PrecisionPreferenceEtablissementOuService","demandeOrientationMedicoSociale","CodePostalEtablissementPreference","Code postal","PostalCodeType","1","1","","5","[0-9]{5}","","","","" 
 "PrecisionPreferenceEtablissementOuService","demandeOrientationMedicoSociale","CommuneEtablissementPreference","Ville","CityType","1","1","","32","","","","","" 
 "PrecisionPreferenceEtablissementOuService","demandeOrientationMedicoSociale","TelephoneEtablissementPreference","Téléphone","PhoneType","1","1","","10","^0[1-9][0-9]{8}","","","","" 

